Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,24.5,23.84375,23.84375,24.3125,5055000.0,13.693106651306152
2000-01-04,24.875,24.0,24.3125,24.0,6181400.0,13.517110824584961
2000-01-05,25.09375,24.0,24.0,24.5625,6398600.0,13.833909034729004
2000-01-06,26.125,25.28125,25.28125,25.8125,5140600.0,14.53792667388916
2000-01-07,27.5625,26.375,26.375,26.65625,6360200.0,15.013141632080078
2000-01-10,27.28125,25.75,26.65625,25.78125,3682200.0,14.520329475402832
2000-01-11,26.59375,25.375,25.78125,25.375,3945600.0,14.29152774810791
2000-01-12,26.15625,25.5625,25.5625,25.8125,3401000.0,14.53792667388916
2000-01-13,26.6875,26.03125,26.03125,26.09375,3129400.0,14.696331024169922
2000-01-14,26.4375,25.9375,26.09375,25.96875,3044400.0,14.625927925109863
2000-01-18,25.875,24.9375,25.875,24.96875,4054200.0,14.151270866394043
2000-01-19,25.34375,24.65625,24.96875,24.65625,3424600.0,13.974149703979492
2000-01-20,24.96875,23.53125,24.65625,23.5625,4279200.0,13.35426139831543
2000-01-21,23.96875,22.8125,23.5625,23.6875,5000000.0,13.425108909606934
2000-01-24,23.625,22.53125,23.625,22.65625,5385600.0,12.840636253356934
2000-01-25,22.5,21.28125,22.5,21.8125,6084200.0,12.362432479858398
2000-01-26,22.84375,21.6875,21.8125,22.46875,4188200.0,12.734374046325684
2000-01-27,22.78125,22.0,22.46875,22.28125,3340800.0,12.628103256225586
2000-01-28,22.59375,21.75,22.28125,21.75,4851600.0,12.327012062072754
2000-01-31,21.96875,21.21875,21.75,21.21875,3677000.0,12.025918006896973
2000-02-01,22.03125,21.375,21.375,21.59375,2930200.0,12.238458633422852
2000-02-02,22.375,21.4375,21.59375,21.71875,2933600.0,12.30930233001709
2000-02-03,21.625,21.0625,21.625,21.15625,4343400.0,11.990494728088379
2000-02-04,21.40625,20.625,21.15625,21.15625,4122000.0,11.990494728088379
2000-02-07,20.90625,20.375,20.90625,20.625,4089800.0,11.689411163330078
2000-02-08,20.75,20.0,20.625,20.5,5848400.0,11.618563652038574
2000-02-09,20.59375,19.5625,20.5,19.5625,5934800.0,11.087227821350098
2000-02-10,19.78125,18.8125,19.5625,19.03125,5807400.0,10.786136627197266
2000-02-11,18.9375,17.4375,18.9375,18.0,11944800.0,10.201664924621582
2000-02-14,19.46875,18.125,18.125,19.3125,6787800.0,10.945535659790039
2000-02-15,20.375,19.3125,19.3125,20.0,6048200.0,11.335182189941406
2000-02-16,20.3125,19.40625,20.0,19.59375,3881400.0,11.104939460754395
2000-02-17,19.5625,18.84375,19.5625,19.34375,3824200.0,10.963250160217285
2000-02-18,19.1875,18.6875,19.1875,18.84375,3017800.0,10.67987060546875
2000-02-22,19.4375,18.75,18.84375,19.15625,4028800.0,10.856982231140137
2000-02-23,19.34375,18.59375,19.15625,18.90625,4894400.0,10.715291976928711
2000-02-24,18.9375,18.125,18.90625,18.125,4488200.0,10.272507667541504
2000-02-25,18.75,17.9375,18.125,18.0,4139800.0,10.201664924621582
2000-02-28,18.3125,17.6875,18.0,17.78125,3319200.0,10.077688217163086
2000-02-29,18.21875,17.5,17.78125,17.53125,4805800.0,9.935998916625977
2000-03-01,17.90625,17.4375,17.53125,17.4375,4841600.0,9.88286304473877
2000-03-02,17.5,17.09375,17.4375,17.21875,3956000.0,9.758886337280273
2000-03-03,18.65625,17.25,17.25,18.1875,4805800.0,10.307933807373047
2000-03-06,19.0,18.21875,18.21875,18.34375,5260400.0,10.396482467651367
2000-03-07,18.25,16.75,18.25,16.90625,8780800.0,9.581769943237305
2000-03-08,18.21875,17.3125,17.3125,17.46875,5772000.0,9.9005708694458
2000-03-09,17.6875,17.125,17.46875,17.625,4904400.0,9.989129066467285
2000-03-10,18.375,17.40625,17.625,17.84375,5335400.0,10.11310863494873
2000-03-13,18.0625,17.5,17.84375,17.8125,3304800.0,10.095398902893066
2000-03-14,18.59375,17.875,17.875,17.90625,6545400.0,10.148530960083008
2000-03-15,19.53125,17.8125,17.90625,19.125,6827400.0,10.83927059173584
2000-03-16,20.8125,19.46875,19.46875,20.34375,7723400.0,11.53000545501709
2000-03-17,20.15625,19.53125,20.15625,19.8125,4798800.0,11.22891616821289
2000-03-20,20.28125,19.21875,19.8125,19.25,4407600.0,10.910116195678711
2000-03-21,20.03125,19.21875,19.25,19.90625,3065800.0,11.282047271728516
2000-03-22,19.8125,19.375,19.8125,19.46875,2487200.0,11.034095764160156
2000-03-23,20.09375,19.625,19.625,19.78125,3596000.0,11.211204528808594
2000-03-24,20.0,19.625,19.78125,19.75,2277600.0,11.193496704101562
2000-03-27,20.3125,19.5,19.75,19.53125,2241200.0,11.069518089294434
2000-03-28,19.5625,19.15625,19.53125,19.15625,2619200.0,10.856982231140137
2000-03-29,19.78125,18.84375,19.15625,19.5,3778000.0,11.051803588867188
2000-03-30,20.65625,19.4375,19.5,20.375,4877800.0,11.547718048095703
2000-03-31,20.5625,19.65625,20.375,19.71875,4850400.0,11.17578411102295
2000-04-03,21.125,19.71875,19.71875,20.9375,4664200.0,11.866522789001465
2000-04-04,22.0625,20.4375,20.9375,21.71875,7259000.0,12.30930233001709
2000-04-05,21.9375,21.125,21.71875,21.21875,3759200.0,12.025918006896973
2000-04-06,21.8125,21.125,21.21875,21.15625,2104800.0,11.990494728088379
2000-04-07,21.21875,20.625,21.15625,20.6875,2937400.0,11.724831581115723
2000-04-10,21.0625,20.5625,20.6875,20.71875,1890600.0,11.74254035949707
2000-04-11,21.625,20.8125,20.8125,21.03125,3531600.0,11.91965103149414
2000-04-12,22.375,21.375,21.375,21.71875,4224400.0,12.30930233001709
2000-04-13,22.4375,20.90625,21.71875,21.0,4334200.0,11.901939392089844
2000-04-14,21.0,20.09375,21.0,20.25,4287000.0,11.4768705368042
2000-04-17,21.21875,20.125,20.25,20.46875,3754200.0,11.600852966308594
2000-04-18,21.75,19.6875,20.46875,20.125,9957200.0,11.40603256225586
2000-04-19,19.46875,18.5,19.46875,18.8125,8557000.0,10.74895191192627
2000-04-20,19.15625,18.75,18.8125,19.0,4924600.0,10.856083869934082
2000-04-24,19.5625,19.09375,19.09375,19.5,3312200.0,11.141768455505371
2000-04-25,20.25,19.5,19.5,20.0625,4381400.0,11.463166236877441
2000-04-26,20.34375,19.75,20.0625,19.875,4544400.0,11.356038093566895
2000-04-27,20.21875,19.46875,19.875,20.0625,2903600.0,11.463166236877441
2000-04-28,20.5,19.625,20.0625,19.71875,3741600.0,11.26675796508789
2000-05-01,19.84375,19.40625,19.71875,19.40625,2637800.0,11.088204383850098
2000-05-02,19.96875,19.03125,19.40625,19.8125,2840800.0,11.320322036743164
2000-05-03,19.6875,19.25,19.6875,19.4375,2442600.0,11.106061935424805
2000-05-04,19.46875,18.9375,19.4375,18.96875,2377000.0,10.838225364685059
2000-05-05,19.6875,18.9375,18.96875,19.53125,2544600.0,11.159626007080078
